html_url,howfairis_repository,howfairis_license,howfairis_registry,howfairis_citation,howfairis_checklist,date
https://github.com/aodenweller/remind-pypsa,True,False,False,False,False,2023-09-09
https://github.com/arne-cl/abspath,True,True,True,False,False,2023-09-09
https://github.com/arne-cl/alt-mulig,True,True,False,False,False,2023-09-09
https://github.com/arne-cl/apt-downgrade,True,False,False,False,False,2023-09-09
https://github.com/arne-cl/balie-ner-cli,True,False,False,False,False,2023-09-09
https://github.com/arne-cl/bart-coreference-python-wrapper,True,False,False,False,False,2023-09-09
https://github.com/arne-cl/bibnorm,True,True,False,False,False,2023-09-09
https://github.com/arne-cl/bislama-resources,True,True,False,False,False,2023-09-09
https://github.com/arne-cl/brat-embedded-visualization-examples,True,False,False,False,False,2023-09-09
https://github.com/arne-cl/discoursegraphs,True,True,True,False,False,2023-09-09
https://github.com/arne-cl/discoursekernels,True,True,False,False,False,2023-09-09
https://github.com/arne-cl/djangosaml2-sso-example-docker,True,False,False,False,False,2023-09-09
https://github.com/arne-cl/docker-nginx-env-example,True,False,False,False,False,2023-09-09
https://github.com/arne-cl/errorfuncs,True,True,False,False,False,2023-09-09
https://github.com/arne-cl/fangorn,True,False,False,False,False,2023-09-09
https://github.com/arne-cl/feng-hirst-rst-parser,True,True,False,False,False,2023-09-09
https://github.com/arne-cl/fernbus,True,True,False,False,False,2023-09-09
https://github.com/arne-cl/flickr-album-embed-codes,True,False,False,False,False,2023-09-09
https://github.com/arne-cl/fosay,True,False,False,False,False,2023-09-09
https://github.com/arne-cl/frodo-wii,True,True,False,False,False,2023-09-09
https://github.com/arne-cl/go-abspath,True,True,False,False,False,2023-09-09
https://github.com/arne-cl/go-grepurl,True,True,False,False,False,2023-09-09
https://github.com/arne-cl/knitr2notebook,True,False,False,False,False,2023-09-09
https://github.com/arne-cl/language_models,True,False,False,False,False,2023-09-09
https://github.com/arne-cl/learn-node-from-scratch,True,True,False,False,False,2023-09-09
https://github.com/arne-cl/lingconv,True,True,False,False,False,2023-09-09
https://github.com/arne-cl/nlgserv,True,True,True,False,False,2023-09-09
https://github.com/arne-cl/nltk-maxent-pos-tagger,True,False,False,False,False,2023-09-09
https://github.com/arne-cl/pandas-gotchas,True,False,False,False,False,2023-09-09
https://github.com/arne-cl/ppi_graphkernel,True,True,False,False,False,2023-09-09
https://github.com/Askir/bachelor-thesis-template,True,False,False,False,False,2023-09-09
https://github.com/Askir/earthquakerice,True,False,False,False,False,2023-09-09
https://github.com/Askir/ecplise-cdt,True,False,False,False,False,2023-09-09
https://github.com/Askir/elija-rails,True,False,False,False,False,2023-09-09
https://github.com/Askir/pt2-uebungen,True,False,False,False,False,2023-09-09
https://github.com/Askir/Texas-Holdem-Android,True,False,False,False,False,2023-09-09
https://github.com/Askir/tourneytuesday,True,False,False,False,False,2023-09-09
https://github.com/Askir/Wiiteboard,True,False,False,False,False,2023-09-09
https://github.com/AvitBhowmik/ATRIC,True,True,False,False,False,2023-09-09
https://github.com/AvitBhowmik/avitbhowmik,True,True,False,False,False,2023-09-09
https://github.com/AvitBhowmik/Countdown_to_Drawdown,True,True,False,False,False,2023-09-09
https://github.com/AvitBhowmik/gisapp17,True,True,False,False,False,2023-09-09
https://github.com/AvitBhowmik/gisapp18,True,True,False,False,False,2023-09-09
https://github.com/AvitBhowmik/GridClimNig,True,True,False,False,False,2023-09-09
https://github.com/AvitBhowmik/PhD_Defense_Slides_Bhowmik,True,True,False,False,False,2023-09-09
https://github.com/AvitBhowmik/PhD_Dissertation_Bhowmik,True,True,False,False,False,2023-09-09
https://github.com/AvitBhowmik/Poster-on-Spatial-Statistics-2015,True,True,False,False,False,2023-09-09
https://github.com/AvitBhowmik/Presentation-at-SEFS9,True,True,False,False,False,2023-09-09
https://github.com/AvitBhowmik/Presentation-slides-on-Spatial-Statistics-2015,True,True,False,False,False,2023-09-09
https://github.com/AvitBhowmik/SA17,True,True,False,False,False,2023-09-09
https://github.com/AvitBhowmik/SSTP,True,True,False,False,False,2023-09-09
https://github.com/AvitBhowmik/summer_academy_15,True,True,False,False,False,2023-09-09
https://github.com/AvitBhowmik/teaching_materials,True,True,False,False,False,2023-09-09
https://github.com/AvitBhowmik/testGU,True,True,False,False,False,2023-09-09
https://github.com/AvitBhowmik/testUP,True,True,False,False,False,2023-09-09
https://github.com/Azarozo19/ICESat-2_DEM_Internship,True,False,False,False,False,2023-09-09
https://github.com/Baschdl/hci-robot,True,False,False,False,False,2023-09-09
https://github.com/Baschdl/jax-random_projections,True,True,False,False,False,2023-09-09
https://github.com/Baschdl/metapath-embedding,True,False,False,False,False,2023-09-09
https://github.com/Baschdl/RoboCup-Team-Nullpointer,True,False,False,False,False,2023-09-09
https://github.com/Baschdl/test-signing,True,False,False,False,False,2023-09-09
https://github.com/Baschdl/vaccination_checker,True,True,False,False,False,2023-09-09
https://github.com/Baschdl/varnish-ban-setup,True,False,False,False,False,2023-09-09
https://github.com/Baschdl/vimagick-django-cms,True,False,False,False,False,2023-09-09
https://github.com/benlowit/Digital-Sketching,True,False,False,False,False,2023-09-09
https://github.com/benlowit/Microprocessor_Hex-Siren,True,False,False,False,False,2023-09-09
https://github.com/benlowit/Microprocessor_Multisource-Tone-Gen,True,False,False,False,False,2023-09-09
https://github.com/benlowit/Microprocessor_Timer-Siren,True,False,False,False,False,2023-09-09
https://github.com/benlowit/PS-2-Hangman,True,False,False,False,False,2023-09-09
https://github.com/benlowit/Waveform-Analyzer,True,False,False,False,False,2023-09-09
https://github.com/bgailleton/CHONK,True,False,False,False,False,2023-09-09
https://github.com/bgailleton/CV_Boris_Gailleton,True,False,False,False,False,2023-09-09
https://github.com/bgailleton/DAGGER,True,True,False,False,False,2023-09-09
https://github.com/bgailleton/helplotlib,True,True,True,False,False,2023-09-09
https://github.com/bgailleton/random_tuto,True,False,False,False,False,2023-09-09
https://github.com/bgailleton/Subitop_GRANADA,True,True,False,False,False,2023-09-09
https://github.com/bgailleton/test_web_stuff,True,False,False,False,False,2023-09-09
https://github.com/bgailleton/three_test,True,False,False,False,False,2023-09-09
https://github.com/bgailleton/TVD_Condat2013,True,True,False,False,False,2023-09-09
https://github.com/bgailleton/webtopo_public,True,False,False,False,False,2023-09-09
https://github.com/bgailleton/wgt,True,True,False,False,False,2023-09-09
https://github.com/bglaetzer/Intelligent-Logistics-Project,True,False,False,False,False,2023-09-09
https://github.com/bgroenks96/2DX-GL,True,True,False,False,False,2023-09-09
https://github.com/bgroenks96/AutoMoL,True,True,False,False,False,2023-09-09
https://github.com/bgroenks96/cmip-embeddings,True,True,False,False,False,2023-09-09
https://github.com/bgroenks96/csci-5622-project,True,True,False,False,False,2023-09-09
https://github.com/bgroenks96/dnn-community-detection,True,True,False,False,False,2023-09-09
https://github.com/bgroenks96/fg-tools,True,True,False,False,False,2023-09-09
https://github.com/bgroenks96/generative-downscaling,True,True,False,False,False,2023-09-09
https://github.com/bgroenks96/headerify,True,True,False,False,False,2023-09-09
https://github.com/bgroenks96/java-global-input-hook,True,True,False,False,False,2023-09-09
https://github.com/bgroenks96/kubezeug,True,True,False,False,False,2023-09-09
https://github.com/bgroenks96/MHS-Collections-Project,True,False,False,False,False,2023-09-09
https://github.com/bgroenks96/ml-basics,True,True,False,False,False,2023-09-09
https://github.com/bgroenks96/nextcloud-kube,True,True,False,False,False,2023-09-09
https://github.com/bgroenks96/normalizing-flows,True,True,False,False,False,2023-09-09
https://github.com/bgroenks96/peril,True,True,False,False,False,2023-09-09
https://github.com/bgroenks96/pyclimdex,True,True,False,False,False,2023-09-09
https://github.com/bgroenks96/SharpGameLib,True,True,False,False,False,2023-09-09
https://github.com/bgroenks96/SmartProperties.NET,True,True,False,False,False,2023-09-09
https://github.com/bgroenks96/vol-rendering-research,True,False,False,False,False,2023-09-09
https://github.com/blblblu/asami,True,True,False,False,False,2023-09-09
https://github.com/blblblu/Clattr,True,False,False,False,False,2023-09-09
https://github.com/blblblu/esp8266_led_demo,True,False,False,False,False,2023-09-09
https://github.com/blblblu/lattr,True,True,False,False,False,2023-09-09
https://github.com/blblblu/leri,True,True,False,False,False,2023-09-09
https://github.com/blblblu/mesa-error-test,True,False,False,False,False,2023-09-09
https://github.com/blblblu/rgba-channel-merge,True,True,False,False,False,2023-09-09
https://github.com/blblblu/simple-http-server,True,True,False,False,False,2023-09-09
https://github.com/blblblu/wigl-vorlage,True,False,False,False,False,2023-09-09
https://github.com/blblblu/wiwi-latex-template,True,False,False,False,False,2023-09-09
https://github.com/blblblu/yasnake,True,False,False,False,False,2023-09-09
https://github.com/bmarv/collaborative-online-music,True,False,False,False,False,2023-09-09
https://github.com/bmarv/Currency-Tracker,True,False,False,False,False,2023-09-09
https://github.com/bmarv/Intelligent-Editor-Environment-App,True,False,False,False,False,2023-09-09
https://github.com/bmarv/Psychology_Experiment,True,False,False,False,False,2023-09-09
https://github.com/bmarv/relief-routing-models,True,False,False,False,False,2023-09-09
https://github.com/bmarv/SmaliCode-Exploiter,True,False,False,False,False,2023-09-09
https://github.com/bmarv/Summaries-on-AI-topics,True,False,False,False,False,2023-09-09
https://github.com/BodoBookhagen/CameraCalibration,True,True,False,False,False,2023-09-09
https://github.com/BodoBookhagen/ChanGeom,True,False,False,False,False,2023-09-09
https://github.com/BodoBookhagen/DEM-KPP,True,True,False,False,False,2023-09-09
https://github.com/BodoBookhagen/GMT-NWArg-TOPO-NDVI-PRECIP-COHERENCE,True,True,False,False,False,2023-09-09
https://github.com/BodoBookhagen/GMT-plot-windvectors-SAM,True,True,False,False,False,2023-09-09
https://github.com/BodoBookhagen/GMT-SAM-EQ-NDVI-PRECIP,True,True,False,False,False,2023-09-09
https://github.com/BodoBookhagen/ICESat-2_SVDA,True,True,False,False,False,2023-09-09
https://github.com/BodoBookhagen/isce_processing,True,True,False,False,False,2023-09-09
https://github.com/BodoBookhagen/isce_setup,True,True,False,False,False,2023-09-09
https://github.com/BodoBookhagen/Lidar_PC_interpolation,True,False,False,False,False,2023-09-09
https://github.com/BodoBookhagen/PC_dem_statistics,True,True,False,False,False,2023-09-09
https://github.com/BodoBookhagen/PC_geomorph_roughness,True,True,False,False,False,2023-09-09
https://github.com/BodoBookhagen/PointCloud-to-GMT,True,True,False,False,False,2023-09-09
https://github.com/BodoBookhagen/PointCloud_to_GMT_maps,True,True,False,False,False,2023-09-09
https://github.com/BodoBookhagen/QuantitativeGeomorphology_IITGn,True,True,False,False,False,2023-09-09
https://github.com/Bostame/Bayesian-inference,True,False,False,False,False,2023-09-09
https://github.com/Bostame/Behavioral-Authentication-with-Machine-Learning,True,False,False,False,False,2023-09-09
https://github.com/Bostame/capture-market-price-of-Binance,True,False,False,False,False,2023-09-09
https://github.com/Bostame/Dog-Breed-Classifier,True,False,False,False,False,2023-09-09
https://github.com/Bostame/Natural-Scenes-Classification,True,False,False,False,False,2023-09-09
https://github.com/Bostame/Predicting-Insurance-Purchases,True,False,False,False,False,2023-09-09
https://github.com/Bostame/python-to-connect-binance-api,True,False,False,False,False,2023-09-09
https://github.com/Bostame/shareMaster,True,False,False,False,False,2023-09-09
https://github.com/Bostame/Wild-Fire-Prediction,True,False,False,False,False,2023-09-09
https://github.com/boundter/Advent-of-Code-2021,True,False,False,False,False,2023-09-09
https://github.com/boundter/DAAFi,True,True,False,False,False,2023-09-09
https://github.com/boundter/dotfiles,True,True,False,False,False,2023-09-09
https://github.com/boundter/geclass,True,True,False,False,False,2023-09-09
https://github.com/boundter/ising,True,False,False,False,False,2023-09-09
https://github.com/boundter/kuramoto-sivashinsky,True,True,False,False,False,2023-09-09
https://github.com/boundter/nonlinear_systems,True,True,False,False,False,2023-09-09
https://github.com/boundter/poster_simulated_annealing,True,False,False,False,False,2023-09-09
https://github.com/boundter/sam,True,True,False,False,False,2023-09-09
https://github.com/boundter/scripts,True,True,False,False,False,2023-09-09
https://github.com/boundter/simulate_schroedinger,True,True,False,False,False,2023-09-09
https://github.com/boundter/T8,True,False,False,False,False,2023-09-09
https://github.com/boundter/toolbox,True,True,False,False,False,2023-09-09
https://github.com/bptlab/active-chor-js,True,True,False,False,False,2023-09-09
https://github.com/bptlab/argos,True,True,False,False,False,2023-09-09
https://github.com/bptlab/argos-backend,True,True,False,False,False,2023-09-09
https://github.com/bptlab/argos-frontend,True,True,False,False,False,2023-09-09
https://github.com/bptlab/ark_automate,True,True,False,False,False,2023-09-09
https://github.com/bptlab/ark_automate_local,True,True,False,False,False,2023-09-09
https://github.com/bptlab/awesome-master-thesis,True,True,False,False,False,2023-09-09
https://github.com/bptlab/blockchain-choreography,True,True,False,False,False,2023-09-09
https://github.com/bptlab/blockchain-deferred-choice,True,False,False,False,False,2023-09-09
https://github.com/bptlab/bookshelf-docs,True,False,False,False,False,2023-09-09
https://github.com/bptlab/bookshelf-frontend,True,True,False,False,False,2023-09-09
https://github.com/bptlab/bpi-challenge-2020,True,False,False,False,False,2023-09-09
https://github.com/bptlab/bpic19,True,False,False,False,False,2023-09-09
https://github.com/bptlab/bpm2019ws-fcm-compliance,True,False,False,False,False,2023-09-09
https://github.com/bptlab/bpstruct,True,False,False,False,False,2023-09-09
https://github.com/bptlab/bpt-docker-zoo,True,False,False,False,False,2023-09-09
https://github.com/bptlab/bpt-iot-website,True,False,False,False,False,2023-09-09
https://github.com/bptlab/bpt-resource-management,True,False,False,False,False,2023-09-09
https://github.com/bptlab/caz,True,False,True,False,False,2023-09-09
https://github.com/bptlab/cepta,True,True,False,False,False,2023-09-09
https://github.com/bptlab/chimera,True,True,False,False,False,2023-09-09
https://github.com/bptlab/chimera-webservice-mock,True,True,False,False,False,2023-09-09
https://github.com/bptlab/chor-checker,True,False,False,False,False,2023-09-09
https://github.com/bptlab/chor-checker-frontend,True,False,False,False,False,2023-09-09
https://github.com/bptlab/chor-js,True,True,False,False,False,2023-09-09
https://github.com/bptlab/chor-js-demo,True,False,False,False,False,2023-09-09
https://github.com/bptlab/conceptual-bot-backend,True,True,False,False,False,2023-09-09
https://github.com/bptlab/Context-Aware-Change-Pattern-Detection,True,False,False,False,False,2023-09-09
https://github.com/bptlab/correlation-analysis,True,False,False,False,False,2023-09-09
https://github.com/bptlab/data-based-process-variant-analysis,True,False,False,False,False,2023-09-09
https://github.com/bptlab/ds2020-data-driven-case-management-compliance,True,False,False,False,False,2023-09-09
https://github.com/bptlab/fCM-Collection,True,False,False,False,False,2023-09-09
https://github.com/bptlab/fCM-design-support,True,True,False,False,False,2023-09-09
https://github.com/bptlab/fCM-Engine,True,True,False,False,False,2023-09-09
https://github.com/bptlab/fCM-query-generator,True,True,False,False,False,2023-09-09
https://github.com/bptlab/fcm2cpn,True,False,False,False,False,2023-09-09
https://github.com/bptlab/fiber2xes,True,False,False,False,False,2023-09-09
https://github.com/bptlab/gryphon,True,False,False,False,False,2023-09-09
https://github.com/bptlab/holistic-process-platform,True,True,False,False,False,2023-09-09
https://github.com/bptlab/lola-webservice,True,False,False,False,False,2023-09-09
https://github.com/bptlab/mantichor-corda,True,False,False,False,False,2023-09-09
https://github.com/bptlab/mantichor-frontend,True,True,False,False,False,2023-09-09
https://github.com/bptlab/mantichor-share,True,True,False,False,False,2023-09-09
https://github.com/bptlab/mantichor-tezos,True,False,False,False,False,2023-09-09
https://github.com/bptlab/MdRPA_Library,True,True,False,False,False,2023-09-09
https://github.com/bptlab/mimic-log-extraction,True,False,False,False,False,2023-09-09
https://github.com/bptlab/model-driven-RPA,True,True,False,False,False,2023-09-09
https://github.com/bptlab/odea-light,True,True,False,False,False,2023-09-09
https://github.com/bptlab/onto-rpa-frontend,True,True,False,False,False,2023-09-09
https://github.com/bptlab/onto-rpa-platform,True,True,False,False,False,2023-09-09
https://github.com/bptlab/orion,True,False,False,False,False,2023-09-09
https://github.com/bptlab/relationships-between-change-patterns,True,False,False,False,False,2023-09-09
https://github.com/bptlab/rembrandt,True,True,False,False,False,2023-09-09
https://github.com/bptlab/rembrandt-backend,True,True,False,False,False,2023-09-09
https://github.com/bptlab/rembrandt-frontend,True,True,False,False,False,2023-09-09
https://github.com/bptlab/rpa-dmn-operation,True,True,False,True,False,2023-09-09
https://github.com/bptlab/scylla,True,True,False,False,False,2023-09-09
https://github.com/bptlab/scylla-ui,True,True,False,False,False,2023-09-09
https://github.com/bptlab/subscription-point-visualizer,True,True,False,False,False,2023-09-09
https://github.com/bptlab/Unicorn,True,True,False,False,False,2023-09-09
https://github.com/bptlab/wiki-resources,True,False,False,False,False,2023-09-09
https://github.com/braunfuss/beirut-explosion-insar-yield,True,False,False,False,False,2023-09-09
https://github.com/braunfuss/BNN-MT,True,False,False,False,False,2023-09-09
https://github.com/braunfuss/branch-unwrapping-gmtsar,True,False,False,False,False,2023-09-09
